Title,Article,Category,PressCompany
카이스트·한양대 등 입시 고사에 대학수준 문제 출제,"작년 대학별고사 선행학습 평가건양대 등 공교육정상화법 위반카이스트와 한양대, 건양대가 지난해 실시한 대학별 고사에서 고등학교 교육과정을 벗어난 문항을 출제해 교육부로부터 시정명령을 받았다.26일 교육부가 공개한 ‘2023학년도 대학입시 대학별 고사 선행학습 영향평가’ 결과에 따르면 이들 대학은 2023학년도 대학 입시 논술·면접·구술고사 등을 실시하면서 ‘공교육 정상화 촉진 및 선행교육 규제에 관한 특별법’(공교육정상화법)을 위반한 것으로 확인됐다. 공교육정상화법에 따라 각 대학은 논술·면접·구술고사 등 대학별 고사를 실시하는 경우 고등학교 교육과정의 범위와 수준을 준수해야 한다. 교육과정정상화심의위원회는 한국교육과정평가원 선행교육예방연구센터의 대학별 고사 분석 결과를 받아 대학의 선행학습 유발 여부를 심의하고 있다.올해도 선행교육예방연구센터가 2023학년도 대학별 고사를 실시한 58개 대학의 2067개 문항을 대상으로 분석했는데 그 결과 세 대학에서 위반 사실이 드러났다. 세부적으로 보면 카이스트는 수학과 과학 각각 2개씩 총 4개 문항, 한양대는 상경계열의 수학 1개 문항, 건양대는 의학계열의 영어 문항 1개 문항이 적발됐다. 국어, 사회 과목에서는 위반 문항이 없었다.카이스트는 2019학년도, 2020학년도 입시 대학별 고사에서 위반 사실이 드러난 데 이어 이번이 세 번째다. 한양대와 건양대도 두 번째 위반으로 나타났다. 위반 대학들은 재발 방지 대책 이행 계획서의 결과 보고서를 9월까지 교육부에 제출해야 한다. 이번에 적발된 대학 중 1개교가 이의를 제기했지만 받아들여지지 않았다.교육부는 다만 2023학년도의 경우 2년 연속 위반한 대학이 없어 입학정원 일부 모집 정지 등 별도의 행정처분을 내릴 계획은 없다고 밝혔다. 관련 규정에 따라 대학들은 1회 위반 시 시정명령, 2회 연속 위반 시 입학정원의 10% 이내에서 모집 정지 조치를 받는다.",사회,문화일보
"25개 자치구, 30~31일 설 명절맞이 서울사랑상품권 판매","[한겨레] [자치소식]서울페이플러스 갈무리설 명절을 맞아 서울의 25개 자치구마다 40억원 규모의 서울사랑상품권을 판매한다. 올해 할인율은 5%로 지난해 7%보다 낮아졌다. 1인당 구매한도는 최대 50만원(2만5천원 할인), 보유 한도는 150만원이다.상품권은 해당 자치구 가맹점(음식점, 빵집, 병원, 약국, 학원 등)에서 쓸 수 있다. 구매는 모바일 애플리케이션(서울페이플러스·신한쏠뱅크·티머니페이·머니트리·신한쏠페이)에서 할 수 있다.발행은 30~31일 이틀간 시간대별로 나눠 진행된다. 30일에는 9시(성북·용산구), 10시(관악·금천구), 11시(동작구), 12시(노원구), 13시(도봉·동대문구), 14시(성동구), 15시(강남구), 16시(영등포구), 17시(구로·서대문구) 13개 구다. 31일에는 9시(강동·중구), 10시(강북·광진구), 11시(양천구), 12시(서초구), 13시(종로·중랑구), 14시(강서구), 15시(송파구), 16시(은평구), 17시(마포구) 등 12개 구다.서울사랑상품권의 유효기간은 발행일로부터 5년이다. 환불은 구매건별 상품권 금액의 60% 이상일 때 받을 수 있다. 이때 할인지원금을 뺀 나머지 금액을 돌려준다. 거주 자치구가 아닌 다른 자치구의 서울사랑상품권도 살 수 있다. 예컨대 성북사랑상품권을 50만원어치 샀더라도 중구사랑상품권 50만원을 추가로 살 수 있다.중앙정부 예산 축소로 할인율이 낮아졌지만, 지역의 소상공인과 소비자 모두에게 유용하다. 소상공인에게는 가맹점 수수료가 없어 매출에 도움을 준다. 소비자는 5% 할인구매 혜택을 누리고, 일정 요건을 갖추면 연말정산 때 소득공제(30%) 적용을 받을 수 있다.이현숙 선임기자 hslee@hani.co.kr서울살이 길라잡이 서울앤(www.seouland.com) 취재팀 편집",사회,한겨레
"용인 시민 10명 중 9명 ""용인 생활 전반적으로 만족""","만족도 90.9%, 10년 후에도 거주 희망 65%필요 정책 1위는 교통망 확충 42.8%반도체 산업 지역 경제 활성화 기대 53.5%용인특례시 2023년 사회조사 그래프.ⓒ용인시 제공[데일리안 = 유진상 기자] 용인특례시민 10명 중 9명은 용인 생활에 전반적으로 만족하는 것으로 나타났다. 10년 뒤에도 용인에 살고 싶다는 시민도 10명 중 6명이 넘었다.이같은 결과는 시가 진행한 '2023년 제17회 용인시 사회조사'에서 나타났다.주거와 경제, 교육 등 지역에 대한 전반적인 만족도를 '전혀 만족하지 않는다'(0점)부터 '매우 만족한다'(10점)까지 세분해 물었을 때 시민 90.9%가 '중간 또는 보통'(5단계) 이상으로 만족한다고 했다. 지난 2019년 조사 때의 결과 80.3%와 비교하면 4년 새 시민들의 만족도가 10.6%포인트 높아진 것이다.시민들의 지역 만족도는 10점 만점으로 계산할 때 평균 6.2점으로 나타났다. 구체적으로 중간 5점 36.2%, 중간 이상인 6점 12.1%. 7점 17%, 8점 15.1%, 9점 6.2%, 매우 만족인 10점 4.4% 등으로 조사됐다.경제협력개발기구(OECD) 공통 지표로 조사한 개인적인 삶에 대한 주관적 만족도 조사에서 시민 90.8%가 '중간'(5점) 이상의 점수를 매겨 시민 대다수가 용인에서의 삶에 전반적으로 만족하는 것으로 확인됐다.10년 후에도 용인에 살겠다고 응답한 시민은 65%로 나타났다. 용인에 대한 소속감을 느끼는 시민은 69.8%로, 2019년 65.4%, 2021년 66.7%로 매년 높아지는 추세다.시민들의 정주의식도 높았다. '태어나지는 않았지만 살다보니 고향 같다'고 답한 시민이 54.3%로 나왔다. 이 문항 응답자 가운데 수지구(56.5%)의 65세 이상(68.7%) 시민이 높은 비율을 차지했다. 이와 관련해선 1기 신도시 조성 후반인 1990년대 수지구 일대에 이주한 시민들이 시에 안정적으로 정착했음을 의미하는 것이라는 관측이 나왔다.시민 거주 형태로는 '아파트'(67.6%) 비중이 가장 높았다. 시민들이 용인에 거주한 총기간은 '20년 이상'(31.8%), '5년 미만'(19.4%) 등으로 다양했다.'시 전반에 만족하지 않는다'고 답한 시민은 9.1%로, 이유는 '교통이 불편해서'(46%), '편의시설 부족'(19.8%), '주차시설 부족'(10.4%) 순으로 집계됐다.시민들은 승용차(51.7%), 버스(19.5%), 지하철(16%) 등을 이용해 통근·통학을 하는데, 이들의 평균 소요 시간은 승용차 37.7분, 버스 51.5분, 지하철 63.6분으로 조사됐다.시민들의 이동과 관련해 지역 내(51%)에선 평균 24.9분(편도)이 소요되는 것으로 나왔으나 서울(17.9%)은 평균 76.7분, 인천(0.8%)은 평균 82.9분, 도내 다른 지역(28.2%)은 평균 46.6분이 걸리는 것으로 조사됐다.시민들이 가장 필요한 정책과제로 '출퇴근 교통환경 개선 및 광역 교통망 구축'(42.8%)을 제일 많이 고른 것은 이 같은 조사 결과와 유의성이 있다고 시는 해석했다.ⓒ시가 미래를 위한 역점사업으로 추진 중인 반도체 산업 육성 정책에 대해선 시민 대다수(72%)가 '잘 알고 있다'고 답했고, 이를 통해 '지역경제 활성화'(53.5%)와 '지역 일자리 수 증가'(28.9%)를 기대하는 것으로 나타났다.시민들은 용인 첨단 시스템반도체 국가산업단지(처인구 이동·남사읍)와 용인반도체클러스터(처인구 원삼면), 기흥미래연구단지(기흥구 서농동) 등을 아우르는 반도체 국가첨단전략산업 특화단지의 조속한 추진으로 시의 반도체 경쟁력을 강화하려면 '도로와 철도 등 연계 교통망 확충'(58.4%)이 가장 시급하다고 답했다.시민들은 또 '공원과 녹지, 산책로'(32.8%), '보건의료 시설'(25.6%), '공영주차시설'(22.4%) 등 공공시설이 늘어나길 원하는 것으로 확인됐다.저출산 문제를 극복하기 위해 필요한 대책으로는 '주거·일자리·결혼지원정책'(36.8%)이 가장 많이 꼽혔다. 이같은 지원 정책을 펴기 위해 가장 필요한 것 가운데 1위는 '월세 및 전세자금 대출이자 지원 확대'(54.7%)였다.이번 조사는 지난해 9월 1일부터 15일까지 1590세대의 표본 가구 15세 이상 시민을 대상으로 진행됐다. 오차한계는 95% 신뢰 수준 하에 ±3.5% 포인트이다.조사 항목은 복지, 주거·교통, 문화·여가, 교육, 소득·소비, 일자리·노동 등 공통 분야 6개와 용인만의 특성 분야 1개 등 총 50개 문항으로 구성됐다.특성 분야엔 전반적인 만족도, 필요한 정책과제, 용인의 반도체산업 육성책에 대한 견해, 저출생 대응 인구정책 등이 담겼다.",사회,데일리안
‘촉법’ 믿고 공격했나…입법 ‘공회전’에 사건만 1만6000여건 [배현진 피습 후속],"범행 과정에서 ‘15살 주장’···촉법소년도 언급한국 나이·생일 지나지 않았다면 처벌 불가능촉법소년 등 대책시급하다는 목소리에 힘실려2022년 14→13세 법안 마련했으나 계류 중촉법소년 2022년 1만6435건···해마다 증가14~8세 소년범 강력·폭행범죄도↑ 대책 시급국민의힘 배현진 의원이 25일 서울 강남구 신사동의 한 건물에서 괴한에게 습격 당하는 장면이 담긴 CCTV 화면을 배 의원실이 공개했다. 연합뉴스[서울경제] 돌덩이로 국민의힘 배현진 의원의 머리를 공격한 가해자가 10대 중학생으로 알려지면서 ‘촉법소년’에 대한 대책 마련이 시급하다는 의견에 재차 힘이 실리고 있다. 해당 범행이 촉법소년이라는 법적 ‘허점’을 이용한 범죄일 수 있기 때문이다. 법무부는 2022년 12월 ‘촉법소년 연령을 기존 만 14세 미만에서 13세 미만으로 낮춘다’는 내용의 소년법 개정안을 발의했다. 하지만 여전히 계류되는 등 국회 문턱을 넘지 못하고 있다. 국회가 논의만 거듭하는 이른바 ‘제자리 걸음’식 흐름만 거듭하면서 촉법소년을 근절하기 위한 ‘골든타임’을 놓치고 있다는 비판이 법조계 안팎에서 나오는 이유다.26일 경찰에 따르면 배 의원은 25일 오후 5시 20분께 강남구 신사동 한 건물 입구에서 달려든 범인로부터 머리 뒤를 공격 당해 피를 흘린 채 쓰러졌다. 현장에서 체포된 범인은 중학교에 재학 중인 10대 남학생으로 알려졌다. 배 의원실이 공개한 폐쇄회로(CC)TV에 따르면, 범인은 배 의원에게 먼저 다가가 말을 걸었다. 이에 배 의원이 인사를 나누려 다가가자 범인은 오른 손에 쥔 돌덩이로 10여초간 15차례나 내리쳤다. 이후 범인은 경찰이 출동할 때까지 배 의원을 지켜보는 과정에서 본인 나이가 15살이라고 주장했다. 또 촉법소년 예기도 했다는 게 배 의원실 측 설명이다. 경찰은 용의자를 강남경찰서로 이송, 보호자 입회 하에 사건 경위와 범행 동기 등을 조사를 받다가, 이날 새벽 응급 입원 조처됐다. 이는 정신질환자로 추정되는 사람의 자·타해 위험이 있어 사정이 급박할 경우 정신의료 기관에 3일 이내로 입원시키는 제도다.문제는 범인이 언급한 15세가 우리나라 나이 기준이고, 그의 생일이 아직 지나지 않았다면 형사 처분이 불가능하다는 점이다. 이 경우 범인의 나이는 형사비성년자인 촉법소년이라 형사처분이 불가능하다. 다만 법원 소년부에 송치해 감호위탁·사회봉사·소년원 송치 등 1~10호까지의 보호처분은 내릴 수 있다. 또 배 의원 측이 범인의 부모를 상대로 범행에 대한 민사적 책임을 물을 수 있다. 반면 범인이 밝힌 나이가 ‘만 나이’ 기준이라면 만 10~14세인 촉법소년 범주에 들지 않는다.10대 중학생에게 습격당한 국민의힘 배현진 의원이 입원한 서울 용산구 순천향대병원 앞에 26일 경찰차가 대기하고 있다. 연합뉴스법조계 안팎에서는 촉법소년 연령 하향 등 대책 마련에 재차 속도를 내야 한다는 의견이 나온다. 해마다 촉법소년 수사 늘고 있는 데다, 14세~18세 사이 소년범들의 강력·폭행 범죄마저 최근 3년 동안 꾸준히 증가하고 있다는 이유에서다. 실제 범행을 저지르고 있는 10대, 즉 촉법소년을 비롯한 소년범까지도 정부가 특단의 조치를 마련해 대처해야 한다는 얘기다. 경찰에 따르면 2022년 촉범소년 범죄 건수는 1만6435건으로 2018년(7364건)보다 2배 이상 늘었다. 2019년 8월615건이었던 촉법소년 범죄 건수는 2020년 9606건에 이어 2021년에는 1만1677건으로 1만간을 넘어섰다. 만 14세부터 18세 사이 소년범의 강력·폭력범죄도 마찬가지다. 이들의 강력범죄의 경우 2022년 4907건으로 2021년(3612건)보다 1000건 가까이 늘었다. 지난해 들어 3·4분기까지도 3897건을 기록했다. 지난해 분기별로 1300여건이 발생했다는 점에서 5000건 이상을 기록할 가능성이 있다. 폭력범죄도 2021년 1만3611건에서 2022년에는 1만5425건으로 늘었다. 지난해 3·4분기까지도 1만1340건을 나타냈다.",사회,서울경제
‘대통령실 앞 흉기 난동’ 70대 남성 징역 4년,"용산 대통령실 앞에서 난동을 부리다 흉기로 경찰관 2명을 다치게 한 70대 남성이 실형을 선고받았습니다. 서울서부지법 형사합의11부(배성중 부장판사)는 오늘(26일) 살인미수와 특수공무집행방해치상 등 혐의를 받는 박 모 씨에게 징역 4년과 3년의 보호관찰을 선고했습니다. 재판부는 “자칫 경찰관의 사망이라는 매우 중한 경과가 발생할 수 있는 중대한 범죄를 저질렀다”며 “정당한 공권력 행사나 경찰의 업무를 저해하고 안전을 위협하는 중대한 범죄로서 죄질이 매우 불량하다”고 양형 이유를 밝혔습니다. 다만 재판부는 박 씨가 정신질환을 앓는 점을 고려해 심신미약을 인정하고 형량을 줄였습니다.  앞서 박 씨는 지난해 10월 31일 낮 1시 20분쯤 용산 대통령실 앞에서 경비 근무 중이던 경찰관 두 명에게 흉기를 휘둘러 각각 팔과 배를 다치게 한 혐의를 받습니다. 박 씨 측은 재판 과정에서 “노령연금을 수령하러 은행에 갔다가 거절돼 화가 나 여러 차례 용산에 갔다가 우발적으로 벌어진 일”이라고 주장해 왔습니다. 앞서 검찰은 박 씨에게 징역 7년을 구형했습니다.[사진 출처 : 연합뉴스]■ 제보하기▷ 전화 : 02-781-1234, 4444▷ 이메일 : kbs1234@kbs.co.kr▷ 카카오톡 : 'KBS제보' 검색, 채널 추가▷ 네이버, 유튜브에서 KBS뉴스를 구독해주세요!",사회,KBS
"경찰, '배현진 습격' 중학생 범행 동기 조사…""우발적 범행 주장""","국민의힘 배현진 의원(41·서울 송파을) 피습 사건을 수사하는 경찰이 피의자 진술과 행적 분석을 통해 범행 동기를 밝히는 데 수사력을 모으고 있습니다.오늘(26일) 경찰에 따르면 서울 강남경찰서는 어제 배 의원을 습격한 뒤 현장에서 체포된 A(15) 군을 보호자 입회 하에 조사한 뒤 임의 제출받은 휴대전화 메시지와 SNS 내용, 범행 전 행적 조사 등을 토대로 진술의 사실 여부를 파악 중입니다.특히 배 의원이 습격받을 당시 개인 일정을 소화 중이었다는 점에서 A 군이 이를 사전에 알고 계획적으로 범행한 것인지 여부 등을 캐고 있습니다.그는 경찰 조사에서 사건 발생 2시간 전 외출했다가 배 의원을 만나 우발적으로 범행을 저질렀으며, 최근 우울증 증상이 심해져 폐쇄병동에 입원하란 지시를 받고 대기 중이었다고 주장한 것으로 전해졌습니다.범행에 사용한 돌도 평소 지니고 다닌 것이라는 취지로 진술했습니다.A 군 주변인들의 전언을 종합하면 A 군은 지난해 1학기부터 학교 안에서 갈등이 있었고 교육기관에서 운영하는 상담센터에서 상담을 받은 적도 있는 것으로 알려졌습니다.배 의원은 어제 오후 5시 20분쯤 서울 강남구 신사동의 한 건물 입구에서 달려든 A 군으로부터 돌덩이로 여러 차례 머리를 공격당했습니다.경찰은 특수폭행 혐의로 A 군을 검거해 조사한 뒤 피의자가 미성년자인 점과 현재 건강 상태 등을 고려해 오늘 새벽 한 병원에 응급입원 조처했습니다.",사회,SBS
"박수홍 '명예훼손' 형수 ""허위라고 생각 안했다…비방 목적 없어""","방송인 박수홍. /사진=연합뉴스방송인 박수홍(54)씨의 사생활에 대해 허위사실을 유포해 명예를 훼손한 혐의로 기소된 형수 이모(53)씨가 법정에서 혐의를 전면 부인했습니다.오늘(26일) 오전 서울서부지법 형사9단독 강영기 판사 심리로 열린 재판에서 이씨 측 법률 대리인은 이씨가 비방할 목적이 없었다고 주장했습니다.이씨 측은 ""사실로 믿을 상당한 이유가 있어 공소장에 기재된 허위 사실들이 허위임을 인식하지 못했다는 입장""이라고 부연했습니다. 판사가 변호인과 같은 의견인지를 묻자 이씨는 ""네. 맞다""라고 답했습니다.검찰에 따르면 이씨는 박수홍씨를 비방할 목적으로 카카오톡 단체 대화방에서 박수홍씨가 '방송 출연 당시 여성과 동거했다'는 등의 허위 사실을 담은 메세지를 전송한 혐의를 받습니다. 또 박수홍씨가 자신의 돈을 '형수와 형이 횡령했다'고 거짓말했다며 비방한 혐의도 있습니다.이씨는 이 날 재판과는 별개로 남편과 함께 박수홍 씨의 매니지먼트를 전담하면서 회삿돈과 동생의 개인 자금 수십억 원을 빼돌리는 데 가담한 혐의로도 기소돼 다음 달 14일 선고를 앞두고 있습니다.검찰은 이씨에게 지난 10일 징역 3년을, 남편 박진홍(56)에겐 징역 7년을 구형했습니다.",사회,MBN
"경찰, '배현진 피습' 수사전담팀 구성…주요인사 신변보호 강화","윤희근 경찰청장이 26일 국민의힘 배현진 의원 피습 사건과 관련해 서울경찰청에 수사전담팀을 구성하고, 신속·엄정하게 수사할 것을 지시했다.이번 수사전담팀은 서울 강남경찰서장을 팀장으로 27명 규모로 꾸려지며, 사건의 경위와 범행 동기, 배후 유무 등을 중점적으로 수사할 계획이다. 또한 이번 사건과 관련한 가짜뉴스에 대해서도 적극적으로 대응할 방침이다.경찰청은 최근 정치인 피습사건이 잇따라 발생함에 따라 국회의원 등 주요 인사에 대한 신변보호도 강화한다.현재 경찰은 국민의힘·더불어민주당 대표를 대상으로 '근접 신변보호팀'을 운영 중이다.이와 함께 이준석 개혁신당 대표, 이낙연 새로운미래 인재영입위원장에 대해서도 정당 측과 협의를 거쳐 신변보호팀 조기 배치를 검토하기로 했다.외부에 공개된 정당 행사에 대해서는 전국 36개 기동대를 '전담보호부대'로 지정하고 관할 경찰서 형사 등으로 구성된 '자체 신변보호팀'을 배치해 근접 안전 활동을 벌인다.경찰은 정당 측과 핫라인을 구축해 후보자별 유세 일정을 사전에 확인, 위험성 판단을 거쳐 적정 경력도 배치할 계획이다.거리 유세 등 위험도가 높은 경우에는 다목적 당직기동대 등 추가 경력을 충분히 배치하고 관할 경찰서장이 현장에 직접 나가 우발상황에 신속 대응하고, 거동 수상자에 대한 불심검문을 강화해 흉기 소지 여부를 확인하는 등 원거리부터 위해 요소를 차단한다.경찰은 자체 안전 확보 노력과 더불어 정당 측에서도 주요 인사 안전 활동이 병행될 수 있도록 협력체계를 강화하기로 했다.정당에서 요청할 경우 국회의원 비서관 등 근접거리 수행원에게 신변보호 수칙을 교육하는 등의 지원도 병행한다.",사회,아시아경제
닷새 이어진 한파에 한강 '첫 결빙'...평년보다 16일 늦어,"닷새째 이어진 한파로 한강이 이번 겨울 들어 처음으로 공식 결빙됐습니다.기상청은 오늘 아침 한강 결빙의 기준이 되는 노량진 쪽 한강대교의 두 번째와 네 번째 교각 상류 100m 지점에 얼음층이 형성됐다고 밝혔습니다.올겨울 한강 결빙은 예년보다는 16일, 지난겨울보다는 무려 32일 늦은 것입니다.기상청은 일 최저 기온 영하 10도 이하인 날이 5일 이상 이어지고 일 최고 기온도 영하권에 머물 때 한강이 결빙되는 것으로 나타났다고 밝혔습니다.※ '당신의 제보가 뉴스가 됩니다'[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] social@ytn.co.kr",사회,YTN
"광주·대구 잇는 '달빛철도' 특별법, 국회 본회의 통과..""환영""","▲'달빛철도 건설을 위한 특별법' 국회 통과 사진 : 연합뉴스광주광역시와 대구를 잇는 고속철도 건설을 위한 달빛철도 특별법이 25일 국회 본회의를 통과했습니다.△신속한 사업 추진을 위한 예비타당성조사 면제 △고속철도 역사 주변 3km 이내 개발 예정지역 지정 △건설사업 및 주변 지역 개발을 위한 필요 비용 보조·융자 등이 주요 골자입니다.오는 2030년 완공이 목표인 달빛철도는 광주송정역과 전남 담양, 전북 장수·남원·순창, 경남 합천·거창·함양, 경북 고령, 서대구 등을 경유하게 됩니다.총길이만 198.8km로, 사업비는 4조 5,158억 원이 들 것으로 예상됩니다.고속철도가 연결되면 차량으로 2시 반, 버스로는 3시간 반 정도 걸리던 소요 시간이 1시간대로 줄어들게 됩니다.▲달빛철도 노선도 : 대구시광주시와 대구시는 즉각 환영의 뜻을 밝혔습니다.이들은 공동 성명을 통해 ""광주와 대구는 지난해 4월 달빛동맹 1단계인 하늘길을 열었고, 오늘 2단계인 철길을 열었다. 영호남은 이제 하늘길과 철길로 연결된다""며 ""달빛철도법은 지역 경기를 활성화시키고 지역 발전에 활력을 불어넣을 것""이라고 기대했습니다.더불어민주당 광주시당도 성명을 내고 ""한 목소리를 낸 여야 국회의원 덕분에 통과했다""며 ""달빛철도 건설 특별법은 동서화합과 지방 소멸 위기극복, 수도권 과밀화 해소, 경제 발전, 국민통합을 위한 계기가 될 것""이라고 강조했습니다.#달빛철도 #광주 #대구 #고속철도",사회,kbc광주방송
"검찰, 입시비리 혐의 조민에 징역 1년 집행유예 3년 구형","검찰이 입시비리 혐의로 재판을 받아온 조국 전 법무부 장관 딸 조민 씨에게 징역형의 집행유예를 선고해달라고 재판부에 요청했습니다. 검찰은 오늘 서울중앙지법 형사16단독 재판부 심리로 열린 조 씨의 입시 비리 혐의 결심 공판에서 징역 1년에 집행유예 3년을 구형했습니다. 검찰은 ""많은 사람에게 허탈감을 야기하고 입시제도 대한 믿음을 저버리게 했다""면서도 ""공범인 부모 모두 실형을 선고받았고 조 씨도 의사 면허 등이 취소된 점을 감안했다""고 밝혔습니다.  조 씨 측은 혐의는 인정하지만 검찰이 부당한 의도로 기소를 지연시켜 공소권을 남용했다며, 재판부에 공소 기각을 해달라고 주장해 왔습니다. 조 씨는 어머니 정경심 전 동양대 교수와 함께 2014년 부산대 의학전문대학원에 위조된 동양대 총장 표창장을 제출하고, 서울대 의전원에 가짜 인턴십 확인서 등을 제출한 혐의로 재판에 넘겨졌습니다.",사회,MBC
63시간 탈주극 벌인 김길수…'특수강도 혐의' 징역 7년 구형,"검찰 ""구속심사 전 범행 계획하고 도주…피해 금액도 크다""김 씨 측 ""범행에 쓰인 스프레이 흉기인지 법적으로 다퉈야…반성 중"" 선처 호소특수강도 혐의로 서울구치소에 수감된 뒤 도주해 탈주극을 벌인 김길수에 대해 검찰이 징역 7형을 구형했다.특수강도 혐의로 서울구치소에 수감된 뒤 도주해 탈주극을 벌인 김길수에 대해 검찰이 징역 7형을 구형했다. 위 사진은 김 씨가 2023년 11월 6일 경기 안양시 안양동안경찰서로 호송 중인 모습. [사진=뉴시스]검찰은 25일 서울중앙지법 형사합의22부(부장판사 이준철) 심리로 열린 김 씨의 특수강도 혐의 결심공판에서 그에게 징역 7년을 구형했다.검찰은 이날 ""김 씨가 구속 심사 직전 도주한 점과 범행을 계획하고 피해 금액이 큰 점 등을 고려해 징역 7년을 내려달라""고 재판부에 요청했다.김 씨는 지난해 9월 11일 도박 빚을 갚을 돈을 마련하기 위해 피해자에게 불법자금을 세탁하는 것처럼 거짓으로 연락해 불러낸 뒤 최루액 스프레이를 뿌리고 현금 7억4000만원 상당을 빼앗은 혐의를 받고 있다.당시 그는 피해자에게 허위로 조작된 통장 잔금증명서를 보여주며 돈을 계좌이체 해줄 것처럼 속인 뒤 범행을 저지른 것으로 조사됐다.이후 경찰에 붙잡혀 서울구치소에 수감된 김 씨는 플라스틱 숟가락을 삼켜 복통을 호소, 외부 병원에서 치료를 받던 중 도주했다. 그는 도주극을 벌이다 약 63시간 만에 붙잡혔다.위 사진은 도주 당시 김길수의 모습. [사진=법무부]김 씨 측은 이날 결심공판에서 혐의를 모두 인정하면서도 범행에 쓰인 스프레이가 흉기인지 법률적으로 다툴 여지가 있다고 주장했다.변호인은 ""피고인이 사용한 최루액 스프레이는 살상무기로 사용하기 어렵다. 처음부터 현금을 강취할 목적으로 피해자를 만난 것은 아니지만 범행은 인정하고 반성하고 있다""고 밝혔다.이어 ""피해자 또한 위법한 목적으로 현금을 가지고 나왔던 점과 피고인에게 이 사건 범죄로 인해 얻은 수익이 전혀 없다는 점 등을 고려해 최대한 선처해달라""고 덧붙였다.김 씨 역시 ""생각이 너무 짧았다. (피해자 측이) 큰 금액을 가져오는 현금책이라는 명칭을 사용하길래 여러 사람이 나오는 것을 감안해 혹시 몰라 저를 보호하기 위해 갖고 갔던 것""이라고 호소했다.김 씨의 선고기일은 내달 8일에 열릴 예정이다.",사회,아이뉴스24
"46억 횡령 건보공단 팀장 ""선물투자로 39억 잃었다""...경찰, 사실 여부 확인 중","46억 원을 횡령해 필리핀으로 도주한 뒤 검거된 국민건강보험공단 전직 팀장 최 모 씨가 횡령한 돈을 선물 투자로 모두 잃었다고 주장한 것으로 확인됐습니다.강원경찰청 반부패경제범죄수사대는 최 씨가 횡령한 돈을 모두 선물 투자로 잃었다고 진술했다고 밝혔습니다.경찰은 최씨가 해외 가상화폐거래소 바이낸스를 통해 코인 투자를 한 것으로 보고, 관련 자료를 요청해 사실 여부를 확인하는 한편 최 씨를 횡령 혐의로 검찰에 넘겼습니다.경찰 관계자는 현재 최 씨의 코인 거래 내역의 일부 자료만 확보했다며, 추가 자료를 확보하고 이를 분석하는데 적지 않은 시간이 걸릴 것으로 보인다고 설명했습니다.국민건강보험공단 재정관리팀장이던 최 씨는 재작년 4월부터 7차례에 걸쳐 46억2천만 원을 횡령했으며, 건보공단은 계좌 압류와 추심 절차를 진행해 전체 횡령액 가운데 7억2천만 원을 회수한 상태입니다.최 씨는 횡령 직후 곧바로 필리핀으로 도주했으며, 추적팀을 편성한 경찰은 1년 4개월만인 지난 9일 마닐라에 있는 리조트에서 최 씨를 검거했습니다.※ '당신의 제보가 뉴스가 됩니다'[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] social@ytn.co.kr",사회,YTN
"택시에서 난동 부리고 경찰 때린 전직 구청장, 1심 벌금형","택시에서 난동을 부리고 경찰관을 때린 혐의를 받는 전직 구청장이 1심에서 벌금형을 선고받았습니다.서울북부지방법원은 오늘(26일) 박겸수 전 서울 강북구청장에게 벌금 7백만 원을 선고했습니다.재판부는 박 전 구청장이 공직자로서 준법정신이 있어야 했지만 이를 지키지 않았고 제대로 반성하지 않고 있다고 판단했습니다.박 전 구청장은 지난해 1월 중순 술에 취한 상태로 택시를 타고 집에 도착한 뒤 요금을 내지 않고 버티며 난동을 부린 혐의를 받습니다.또, 파출소에 넘겨지고서도 다시 같은 택시에 타려다 이를 막는 경찰관 2명을 폭행한 혐의도 받습니다.더불어민주당 소속인 박 전 구청장은 지난 2010년부터 3선을 하며 12년 동안 서울 강북구청장으로 재임한 뒤 재작년 6월 퇴임했습니다.※ '당신의 제보가 뉴스가 됩니다'[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] social@ytn.co.kr",사회,YTN
